file,recursive_calls,unit_props,pure_literals,backtracks,avg_time_sec,median_time_sec,stdev_time_sec,result
uf50-0782.cnf,25,125,12,13,0.012999,0.012911,0.00037,SAT
uf50-0783.cnf,94,635,5,87,0.048985,0.048834,0.000525,SAT
uf50-0784.cnf,17,117,3,5,0.009685,0.009597,0.000342,SAT
uf50-0785.cnf,91,680,8,78,0.046037,0.045899,0.000478,SAT
uf50-0786.cnf,14,40,8,2,0.006498,0.006492,3.3e-05,SAT
uf50-0787.cnf,22,163,1,15,0.010899,0.010816,0.000363,SAT
uf50-0788.cnf,111,790,13,106,0.055819,0.055586,0.00061,SAT
uf50-0789.cnf,103,787,11,93,0.048555,0.048396,0.000492,SAT
uf50-079.cnf,9,34,5,0,0.006281,0.006277,3.3e-05,SAT
uf50-0790.cnf,29,233,6,20,0.015519,0.015441,0.000343,SAT
uf50-0791.cnf,92,683,21,85,0.044656,0.044516,0.000499,SAT
uf50-0792.cnf,9,33,7,0,0.005631,0.005635,3.7e-05,SAT
uf50-0793.cnf,74,490,16,64,0.034802,0.034664,0.000498,SAT
uf50-0794.cnf,75,520,5,65,0.038601,0.038524,0.000362,SAT
uf50-0795.cnf,112,830,14,104,0.062133,0.061923,0.000571,SAT
uf50-0796.cnf,91,605,15,79,0.042583,0.042507,0.000347,SAT
uf50-0797.cnf,20,147,4,12,0.01138,0.011287,0.000328,SAT
uf50-0798.cnf,70,476,5,60,0.036411,0.036247,0.000488,SAT
uf50-0799.cnf,40,238,9,30,0.019874,0.019781,0.000358,SAT
uf50-08.cnf,44,290,8,34,0.021999,0.021911,0.00038,SAT
uf50-080.cnf,49,266,19,33,0.016252,0.016119,0.00042,SAT
uf50-0800.cnf,20,109,18,10,0.009066,0.009061,3.9e-05,SAT
uf50-0801.cnf,10,50,4,3,0.004705,0.004698,3.1e-05,SAT
uf50-0802.cnf,12,29,10,1,0.006037,0.005948,0.000375,SAT
uf50-0803.cnf,46,306,9,37,0.026264,0.026175,0.0004,SAT
uf50-0804.cnf,10,46,5,1,0.005926,0.005923,3.3e-05,SAT
uf50-0805.cnf,13,89,7,5,0.005979,0.005972,3.3e-05,SAT
uf50-0806.cnf,36,316,2,30,0.024552,0.024471,0.000363,SAT
uf50-0807.cnf,8,40,2,0,0.006482,0.006402,0.000322,SAT
uf50-0808.cnf,31,158,16,17,0.016539,0.016456,0.000344,SAT
uf50-0809.cnf,72,499,7,64,0.030626,0.030559,0.000331,SAT
uf50-081.cnf,62,417,18,51,0.029351,0.029281,0.00037,SAT
uf50-0810.cnf,135,926,15,128,0.06238,0.062169,0.00055,SAT
uf50-0811.cnf,11,52,7,2,0.007092,0.007087,3.7e-05,SAT
uf50-0812.cnf,28,196,12,16,0.013906,0.013839,0.000338,SAT
uf50-0813.cnf,46,309,5,34,0.024592,0.024545,0.00036,SAT
uf50-0814.cnf,50,377,14,41,0.02702,0.026796,0.00063,SAT
uf50-0815.cnf,19,132,7,10,0.011076,0.011012,0.000297,SAT
uf50-0816.cnf,85,462,30,74,0.0375,0.037346,0.000511,SAT
uf50-0817.cnf,16,84,11,4,0.007477,0.007475,4.5e-05,SAT
uf50-0818.cnf,124,877,20,113,0.057111,0.056891,0.0006,SAT
uf50-0819.cnf,36,271,3,26,0.021884,0.02181,0.000345,SAT
uf50-082.cnf,22,122,10,9,0.010734,0.01072,5.2e-05,SAT
uf50-0820.cnf,61,420,6,53,0.031475,0.031357,0.000467,SAT
uf50-0821.cnf,29,193,1,20,0.016024,0.016014,6.2e-05,SAT
uf50-0822.cnf,95,757,23,89,0.04236,0.042211,0.000478,SAT
uf50-0823.cnf,109,705,20,98,0.05307,0.052858,0.000549,SAT
uf50-0824.cnf,84,444,23,73,0.037005,0.036935,0.000349,SAT
uf50-0825.cnf,25,229,2,18,0.017319,0.017247,0.000383,SAT
uf50-0826.cnf,52,351,6,43,0.029585,0.029429,0.000494,SAT
uf50-0827.cnf,56,404,4,51,0.030173,0.03008,0.000412,SAT
uf50-0828.cnf,84,632,15,72,0.045043,0.044915,0.000454,SAT
uf50-0829.cnf,22,166,6,8,0.01154,0.011461,0.000406,SAT
uf50-083.cnf,248,1811,34,233,0.116918,0.116552,0.000705,SAT
uf50-0830.cnf,43,263,11,31,0.019653,0.019595,0.000349,SAT
uf50-0831.cnf,7,49,3,1,0.004636,0.004629,3.3e-05,SAT
uf50-0832.cnf,65,502,8,57,0.031854,0.031725,0.000465,SAT
uf50-0833.cnf,20,111,7,10,0.009163,0.00916,4.3e-05,SAT
uf50-0834.cnf,107,872,24,95,0.048337,0.048181,0.000472,SAT
uf50-0835.cnf,37,233,11,28,0.017365,0.01728,0.000372,SAT
uf50-0836.cnf,46,240,14,34,0.02437,0.024293,0.000347,SAT
uf50-0837.cnf,26,150,8,18,0.011847,0.011775,0.000369,SAT
uf50-0838.cnf,27,134,15,18,0.014578,0.014539,0.000299,SAT
uf50-0839.cnf,158,1098,31,141,0.072044,0.071826,0.00062,SAT
uf50-084.cnf,29,171,7,19,0.013004,0.012934,0.000364,SAT
uf50-0840.cnf,58,439,20,49,0.030557,0.030469,0.000363,SAT
uf50-0841.cnf,51,392,10,43,0.029544,0.029488,0.000343,SAT
uf50-0842.cnf,59,358,13,45,0.023526,0.022457,0.003107,SAT
uf50-0843.cnf,78,660,12,71,0.04227,0.042137,0.00047,SAT
uf50-0844.cnf,68,503,10,57,0.033932,0.033815,0.000337,SAT
uf50-0845.cnf,9,40,2,0,0.005711,0.00564,0.000322,SAT
uf50-0846.cnf,65,400,9,54,0.035046,0.034932,0.000397,SAT
uf50-0847.cnf,33,235,13,23,0.017565,0.017479,0.000364,SAT
uf50-0848.cnf,58,439,16,48,0.028232,0.02807,0.000512,SAT
uf50-0849.cnf,59,396,16,50,0.030793,0.030711,0.000407,SAT
uf50-085.cnf,87,596,9,76,0.042021,0.041877,0.000477,SAT
uf50-0850.cnf,39,264,5,32,0.021107,0.021024,0.000366,SAT
uf50-0851.cnf,37,327,5,28,0.022296,0.022201,0.0004,SAT
uf50-0852.cnf,92,630,21,81,0.044487,0.044332,0.000487,SAT
uf50-0853.cnf,70,412,16,61,0.028025,0.02796,0.000363,SAT
uf50-0854.cnf,91,646,4,82,0.043743,0.043583,0.000501,SAT
uf50-0855.cnf,30,245,1,20,0.017983,0.017897,0.000327,SAT
uf50-0856.cnf,11,44,2,1,0.007594,0.007518,0.000354,SAT
uf50-0857.cnf,58,390,3,48,0.032802,0.032719,0.000353,SAT
uf50-0858.cnf,53,353,15,42,0.028701,0.028552,0.000451,SAT
uf50-0859.cnf,29,258,4,21,0.016949,0.01694,5.5e-05,SAT
uf50-086.cnf,64,408,7,56,0.03701,0.036865,0.000507,SAT
uf50-0860.cnf,50,393,5,43,0.0228,0.022706,0.000368,SAT
uf50-0861.cnf,29,235,2,19,0.016125,0.016052,0.000326,SAT
uf50-0862.cnf,8,63,1,3,0.005986,0.005991,3.5e-05,SAT
uf50-0863.cnf,84,497,7,73,0.041396,0.041203,0.000533,SAT
uf50-0864.cnf,150,1190,23,137,0.06709,0.066768,0.000676,SAT
uf50-0865.cnf,54,396,8,44,0.030986,0.030878,0.000378,SAT
uf50-0866.cnf,9,37,4,0,0.005824,0.005822,3.9e-05,SAT
uf50-0867.cnf,74,549,12,60,0.036948,0.036782,0.000496,SAT
uf50-0868.cnf,116,939,19,105,0.061481,0.061368,0.000461,SAT
uf50-0869.cnf,67,383,16,52,0.033176,0.033016,0.000449,SAT
uf50-087.cnf,62,387,13,53,0.033325,0.033237,0.000351,SAT
uf50-0870.cnf,37,266,14,27,0.017862,0.017804,0.000296,SAT
uf50-0871.cnf,9,49,0,1,0.006384,0.006383,3.3e-05,SAT
uf50-0872.cnf,85,627,11,74,0.046125,0.045915,0.000533,SAT
uf50-0873.cnf,48,353,3,39,0.025148,0.025087,0.000345,SAT
uf50-0874.cnf,49,365,5,37,0.026144,0.026078,0.000345,SAT
uf50-0875.cnf,91,601,21,80,0.043088,0.042957,0.000486,SAT
uf50-0876.cnf,16,63,19,6,0.007354,0.007276,0.000333,SAT
uf50-0877.cnf,94,574,17,84,0.048394,0.048255,0.00047,SAT
uf50-0878.cnf,40,362,6,30,0.022081,0.021995,0.000364,SAT
uf50-0879.cnf,48,357,3,41,0.027654,0.027602,0.000351,SAT
uf50-088.cnf,119,698,22,108,0.051898,0.05175,0.00048,SAT
uf50-0880.cnf,19,164,5,10,0.011805,0.011725,0.000354,SAT
uf50-0881.cnf,15,149,0,8,0.010621,0.01062,4.4e-05,SAT
uf50-0882.cnf,83,629,9,75,0.045685,0.045488,0.000589,SAT
uf50-0883.cnf,19,82,10,5,0.007667,0.00766,3.9e-05,SAT
uf50-0884.cnf,26,247,8,16,0.012771,0.012685,0.000355,SAT
uf50-0885.cnf,31,205,6,25,0.016337,0.016333,6e-05,SAT
uf50-0886.cnf,44,254,7,31,0.022454,0.022379,0.000356,SAT
uf50-0887.cnf,28,186,5,18,0.014838,0.014763,0.000343,SAT
uf50-0888.cnf,41,287,13,30,0.022872,0.022777,0.000358,SAT
uf50-0889.cnf,91,671,14,79,0.04474,0.04459,0.000477,SAT
uf50-089.cnf,64,437,0,55,0.035309,0.035172,0.000483,SAT
uf50-0890.cnf,113,882,9,104,0.058102,0.057986,0.000486,SAT
uf50-0891.cnf,32,222,10,18,0.014495,0.014401,0.000374,SAT
uf50-0892.cnf,215,1371,52,202,0.086148,0.085894,0.000655,SAT
uf50-0893.cnf,65,515,12,54,0.035503,0.035375,0.000434,SAT
uf50-0894.cnf,67,457,8,56,0.031595,0.031503,0.000365,SAT
uf50-0895.cnf,61,423,21,52,0.026569,0.026492,0.000348,SAT
uf50-0896.cnf,109,735,10,98,0.053599,0.053373,0.000604,SAT
uf50-0897.cnf,40,233,12,30,0.019161,0.019072,0.000362,SAT
uf50-0898.cnf,80,544,14,73,0.041724,0.041584,0.000478,SAT
uf50-0899.cnf,73,527,11,64,0.034205,0.034056,0.000443,SAT
uf50-09.cnf,42,349,10,34,0.024448,0.024365,0.000348,SAT
uf50-090.cnf,62,370,14,54,0.031986,0.031821,0.00051,SAT
uf50-0900.cnf,48,395,5,38,0.027379,0.027277,0.000386,SAT
uf50-0901.cnf,23,163,7,11,0.01173,0.011732,2.5e-05,SAT
uf50-0902.cnf,104,676,19,97,0.050162,0.049942,0.000609,SAT
uf50-0903.cnf,19,125,4,11,0.01044,0.010443,3.6e-05,SAT
uf50-0904.cnf,96,707,14,86,0.045331,0.045189,0.000457,SAT
uf50-0905.cnf,73,445,14,64,0.035865,0.035702,0.000493,SAT
uf50-0906.cnf,75,465,10,65,0.039233,0.039098,0.000481,SAT
uf50-0907.cnf,44,275,16,36,0.017926,0.017856,0.000357,SAT
uf50-0908.cnf,45,313,17,34,0.022958,0.022887,0.000318,SAT
uf50-0909.cnf,184,1294,14,171,0.091576,0.091308,0.000656,SAT
uf50-091.cnf,9,63,5,2,0.006347,0.006334,3e-05,SAT
uf50-0910.cnf,19,123,1,12,0.011484,0.01141,0.000336,SAT
uf50-0911.cnf,88,594,16,79,0.038521,0.038452,0.000363,SAT
uf50-0912.cnf,18,96,7,9,0.011153,0.011071,0.000338,SAT
uf50-0913.cnf,16,121,1,8,0.009366,0.009377,4.3e-05,SAT
uf50-0914.cnf,41,232,8,30,0.023324,0.023162,0.000467,SAT
uf50-0915.cnf,8,28,13,0,0.00437,0.004374,1.9e-05,SAT
uf50-0916.cnf,72,544,14,61,0.0365,0.036362,0.000498,SAT
uf50-0917.cnf,99,738,8,86,0.052751,0.052635,0.000457,SAT
uf50-0918.cnf,28,135,21,17,0.00849,0.008485,3.1e-05,SAT
uf50-0919.cnf,73,576,8,60,0.034427,0.034275,0.00048,SAT
uf50-092.cnf,27,155,10,18,0.013879,0.01388,3.9e-05,SAT
uf50-0920.cnf,45,343,3,38,0.027308,0.027242,0.000363,SAT
uf50-0921.cnf,39,297,7,31,0.021273,0.021202,0.000386,SAT
uf50-0922.cnf,20,113,5,9,0.01268,0.012602,0.000396,SAT
uf50-0923.cnf,53,381,4,43,0.028062,0.02799,0.000337,SAT
uf50-0924.cnf,114,773,28,105,0.052146,0.051916,0.00058,SAT
uf50-0925.cnf,10,32,5,0,0.006025,0.006012,3.4e-05,SAT
uf50-0926.cnf,19,80,13,6,0.009038,0.009035,2.9e-05,SAT
uf50-0927.cnf,116,896,11,106,0.055016,0.054798,0.000603,SAT
uf50-0928.cnf,67,424,18,59,0.033781,0.033606,0.000489,SAT
uf50-0929.cnf,40,269,11,31,0.016855,0.016784,0.000325,SAT
uf50-093.cnf,87,530,13,71,0.045237,0.044003,0.004223,SAT
uf50-0930.cnf,11,64,10,3,0.007409,0.007387,5.6e-05,SAT
uf50-0931.cnf,53,347,8,44,0.026571,0.026484,0.000413,SAT
uf50-0932.cnf,84,592,14,71,0.044063,0.043871,0.000565,SAT
uf50-0933.cnf,22,102,10,12,0.011203,0.011197,4.7e-05,SAT
uf50-0934.cnf,12,85,4,2,0.007863,0.007864,3.9e-05,SAT
uf50-0935.cnf,94,702,11,80,0.050992,0.050805,0.000598,SAT
uf50-0936.cnf,38,230,13,27,0.01943,0.019348,0.000359,SAT
uf50-0937.cnf,35,204,23,26,0.016458,0.016456,7.2e-05,SAT
uf50-0938.cnf,85,528,24,76,0.044146,0.043993,0.000491,SAT
uf50-0939.cnf,11,55,7,2,0.006686,0.006683,3.3e-05,SAT
uf50-094.cnf,9,42,5,1,0.005413,0.005335,0.000354,SAT
uf50-0940.cnf,17,91,3,7,0.009184,0.00917,6.2e-05,SAT
uf50-0941.cnf,86,526,18,76,0.037611,0.037446,0.000507,SAT
uf50-0942.cnf,34,285,6,27,0.020344,0.020265,0.000333,SAT
uf50-0943.cnf,38,238,4,27,0.019198,0.019176,8.1e-05,SAT
uf50-0944.cnf,24,175,3,18,0.013258,0.013179,0.000319,SAT
uf50-0945.cnf,14,73,6,7,0.005568,0.005571,2.5e-05,SAT
uf50-0946.cnf,97,717,11,92,0.045028,0.044867,0.000488,SAT
uf50-0947.cnf,54,495,9,44,0.028687,0.0286,0.000384,SAT
uf50-0948.cnf,86,649,13,74,0.046223,0.045969,0.000618,SAT
uf50-0949.cnf,8,60,3,1,0.005704,0.005697,2.9e-05,SAT
uf50-095.cnf,71,504,5,61,0.039773,0.039613,0.000492,SAT
uf50-0950.cnf,47,425,4,38,0.027454,0.027368,0.000393,SAT
uf50-0951.cnf,53,341,14,42,0.031237,0.031076,0.000504,SAT
uf50-0952.cnf,9,38,3,1,0.004796,0.004785,4e-05,SAT
uf50-0953.cnf,44,309,10,34,0.022472,0.022401,0.000366,SAT
uf50-0954.cnf,63,404,3,56,0.033072,0.032924,0.000476,SAT
uf50-0955.cnf,6,38,6,0,0.004538,0.004533,3.4e-05,SAT
uf50-0956.cnf,35,264,8,28,0.016606,0.016518,0.00036,SAT
uf50-0957.cnf,50,380,11,42,0.027237,0.027168,0.000339,SAT
uf50-0958.cnf,79,551,14,70,0.036997,0.03685,0.000469,SAT
uf50-0959.cnf,83,487,18,73,0.038324,0.038217,0.000368,SAT
uf50-096.cnf,37,212,5,25,0.019351,0.019265,0.000366,SAT
uf50-0960.cnf,33,229,5,24,0.017661,0.017559,0.000374,SAT
uf50-0961.cnf,147,1017,18,135,0.072312,0.072028,0.000643,SAT
uf50-0962.cnf,70,475,12,58,0.037539,0.037436,0.000347,SAT
uf50-0963.cnf,62,320,13,51,0.025226,0.025151,0.000365,SAT
uf50-0964.cnf,32,196,4,23,0.015186,0.015098,0.000397,SAT
uf50-0965.cnf,8,35,10,1,0.004374,0.004367,3.8e-05,SAT
uf50-0966.cnf,12,82,1,4,0.008206,0.008146,0.000331,SAT
uf50-0967.cnf,10,42,6,2,0.004966,0.004951,4.3e-05,SAT
uf50-0968.cnf,81,619,23,72,0.04238,0.042277,0.000358,SAT
uf50-0969.cnf,15,134,6,7,0.007858,0.007781,0.000329,SAT
uf50-097.cnf,18,99,9,7,0.008611,0.008602,3.8e-05,SAT
uf50-0970.cnf,53,423,10,40,0.030333,0.030255,0.000351,SAT
uf50-0971.cnf,123,958,20,112,0.054252,0.054039,0.000559,SAT
uf50-0972.cnf,13,54,7,2,0.006683,0.006671,5.3e-05,SAT
uf50-0973.cnf,46,332,2,40,0.02702,0.026931,0.000342,SAT
uf50-0974.cnf,84,656,24,75,0.041292,0.041146,0.000463,SAT
uf50-0975.cnf,93,665,18,81,0.043977,0.043763,0.000545,SAT
uf50-0976.cnf,12,66,5,3,0.00674,0.006729,4.2e-05,SAT
uf50-0977.cnf,30,164,6,19,0.014835,0.014779,0.000308,SAT
uf50-0978.cnf,73,488,5,61,0.035523,0.035431,0.000365,SAT
uf50-0979.cnf,32,226,17,21,0.01545,0.015368,0.000376,SAT
uf50-098.cnf,35,174,12,19,0.01694,0.016855,0.000358,SAT
uf50-0980.cnf,20,144,15,11,0.008634,0.00863,4.2e-05,SAT
uf50-0981.cnf,55,308,2,45,0.028117,0.028002,0.0004,SAT
uf50-0982.cnf,126,822,14,120,0.055268,0.055055,0.000579,SAT
uf50-0983.cnf,33,237,8,25,0.018947,0.018867,0.000355,SAT
uf50-0984.cnf,18,100,6,9,0.008098,0.008103,3.4e-05,SAT
uf50-0985.cnf,136,883,14,126,0.065945,0.065717,0.000605,SAT
uf50-0986.cnf,19,114,7,11,0.009114,0.009029,0.000346,SAT
uf50-0987.cnf,111,682,7,104,0.055896,0.055731,0.000522,SAT
uf50-0988.cnf,28,197,14,22,0.01212,0.012043,0.000334,SAT
uf50-0989.cnf,75,461,19,66,0.035127,0.035065,0.000341,SAT
uf50-099.cnf,63,497,12,54,0.036545,0.036412,0.000447,SAT
uf50-0990.cnf,67,483,17,58,0.035251,0.035078,0.000472,SAT
uf50-0991.cnf,23,101,11,13,0.011479,0.011483,4.9e-05,SAT
uf50-0992.cnf,19,116,6,9,0.010917,0.010847,0.000298,SAT
uf50-0993.cnf,51,311,12,40,0.020504,0.020413,0.000346,SAT
uf50-0994.cnf,49,306,10,38,0.026572,0.026488,0.000338,SAT
uf50-0995.cnf,65,510,13,55,0.035105,0.035016,0.000371,SAT
uf50-0996.cnf,65,521,22,56,0.036747,0.036578,0.000519,SAT
uf50-0997.cnf,78,527,25,67,0.038875,0.038716,0.000456,SAT
uf50-0998.cnf,66,479,17,56,0.03065,0.030578,0.000326,SAT
uf50-0999.cnf,61,496,11,49,0.030186,0.030051,0.000498,SAT
