file,recursive_calls,unit_props,pure_literals,backtracks,avg_time_sec,median_time_sec,stdev_time_sec,result
uf50-0454.cnf,91,635,21,80,0.042883,0.042742,0.00047,SAT
uf50-0455.cnf,89,577,15,77,0.044381,0.044236,0.000445,SAT
uf50-0456.cnf,33,245,1,26,0.019518,0.019442,0.000339,SAT
uf50-0457.cnf,155,877,25,146,0.074394,0.074157,0.000622,SAT
uf50-0458.cnf,78,531,43,69,0.034629,0.034464,0.000499,SAT
uf50-0459.cnf,75,437,23,65,0.034252,0.034187,0.000368,SAT
uf50-046.cnf,99,516,29,89,0.048318,0.048196,0.000466,SAT
uf50-0460.cnf,51,248,11,38,0.021979,0.021914,0.000342,SAT
uf50-0461.cnf,52,291,16,39,0.022844,0.02276,0.000315,SAT
uf50-0462.cnf,35,273,7,26,0.015772,0.015675,0.000394,SAT
uf50-0463.cnf,16,75,10,9,0.006599,0.006596,3.3e-05,SAT
uf50-0464.cnf,89,628,11,80,0.049241,0.049049,0.000561,SAT
uf50-0465.cnf,156,1009,4,147,0.082159,0.081855,0.000724,SAT
uf50-0466.cnf,20,142,5,11,0.010457,0.010363,0.000333,SAT
uf50-0467.cnf,113,838,11,102,0.059503,0.059281,0.000617,SAT
uf50-0468.cnf,170,1204,16,158,0.083892,0.083645,0.000577,SAT
uf50-0469.cnf,109,879,37,98,0.055816,0.055668,0.000479,SAT
uf50-047.cnf,163,1272,30,153,0.077369,0.077116,0.000601,SAT
uf50-0470.cnf,39,267,2,30,0.021982,0.021898,0.000368,SAT
uf50-0471.cnf,11,75,1,1,0.007452,0.007447,4.5e-05,SAT
uf50-0472.cnf,72,600,20,67,0.038175,0.038005,0.000488,SAT
uf50-0473.cnf,21,137,11,14,0.010411,0.010409,4e-05,SAT
uf50-0474.cnf,94,688,10,84,0.04989,0.049643,0.000679,SAT
uf50-0475.cnf,71,415,24,62,0.031681,0.031556,0.000427,SAT
uf50-0476.cnf,84,626,5,74,0.047539,0.047411,0.000452,SAT
uf50-0477.cnf,17,104,8,9,0.008885,0.008807,0.000318,SAT
uf50-0478.cnf,60,514,7,52,0.033164,0.033094,0.000384,SAT
uf50-0479.cnf,78,427,7,71,0.036851,0.036694,0.000495,SAT
uf50-048.cnf,53,358,19,41,0.02566,0.025567,0.000335,SAT
uf50-0480.cnf,50,421,4,43,0.028147,0.02807,0.000353,SAT
uf50-0481.cnf,12,30,9,0,0.005017,0.005019,3e-05,SAT
uf50-0482.cnf,78,535,15,68,0.039454,0.039305,0.000473,SAT
uf50-0483.cnf,47,369,6,39,0.024638,0.024573,0.000359,SAT
uf50-0484.cnf,79,587,8,71,0.040832,0.040713,0.000452,SAT
uf50-0485.cnf,104,776,8,96,0.054767,0.054524,0.000574,SAT
uf50-0486.cnf,69,427,17,60,0.030008,0.02994,0.000373,SAT
uf50-0487.cnf,9,38,2,0,0.006106,0.0061,3.1e-05,SAT
uf50-0488.cnf,49,371,18,40,0.024328,0.024267,0.000339,SAT
uf50-0489.cnf,111,765,15,99,0.056858,0.056655,0.000579,SAT
uf50-049.cnf,44,406,8,34,0.028217,0.028177,0.000337,SAT
uf50-0490.cnf,29,228,17,20,0.014209,0.014141,0.000354,SAT
uf50-0491.cnf,88,633,15,78,0.044244,0.044086,0.000493,SAT
uf50-0492.cnf,41,271,6,30,0.019649,0.01959,0.000352,SAT
uf50-0493.cnf,65,490,10,56,0.034233,0.034168,0.000358,SAT
uf50-0494.cnf,99,676,20,85,0.047589,0.047449,0.000449,SAT
uf50-0495.cnf,28,202,2,21,0.01648,0.016302,0.000559,SAT
uf50-0496.cnf,48,281,12,32,0.025553,0.025486,0.000365,SAT
uf50-0497.cnf,39,260,7,29,0.019562,0.019465,0.00035,SAT
uf50-0498.cnf,68,517,15,57,0.036574,0.036436,0.000451,SAT
uf50-0499.cnf,23,192,2,16,0.014484,0.014479,6.5e-05,SAT
uf50-05.cnf,15,88,2,4,0.008268,0.008176,0.000383,SAT
uf50-050.cnf,69,565,13,60,0.037987,0.037908,0.000342,SAT
uf50-0500.cnf,37,356,8,30,0.022323,0.022257,0.000351,SAT
uf50-0501.cnf,15,94,2,7,0.009107,0.009017,0.000377,SAT
uf50-0502.cnf,76,534,7,70,0.039815,0.039655,0.000496,SAT
uf50-0503.cnf,46,362,11,35,0.026403,0.026337,0.000334,SAT
uf50-0504.cnf,15,90,12,7,0.008344,0.008353,4e-05,SAT
uf50-0505.cnf,9,31,11,0,0.004692,0.004692,2.2e-05,SAT
uf50-0506.cnf,30,188,9,16,0.014537,0.014451,0.000343,SAT
uf50-0507.cnf,18,98,13,9,0.008158,0.008154,2.8e-05,SAT
uf50-0508.cnf,98,646,14,88,0.046107,0.045955,0.000479,SAT
uf50-0509.cnf,27,146,20,18,0.011121,0.01105,0.00031,SAT
uf50-051.cnf,42,318,14,30,0.022027,0.021937,0.000344,SAT
uf50-0510.cnf,79,554,18,70,0.03993,0.039771,0.000504,SAT
uf50-0511.cnf,37,239,5,28,0.019434,0.019356,0.000326,SAT
uf50-0512.cnf,40,280,20,29,0.019516,0.019345,0.000437,SAT
uf50-0513.cnf,13,90,4,4,0.00761,0.007609,3.4e-05,SAT
uf50-0514.cnf,34,231,8,28,0.018913,0.018833,0.000352,SAT
uf50-0515.cnf,41,274,4,31,0.023648,0.023572,0.000336,SAT
uf50-0516.cnf,15,53,1,3,0.008213,0.008217,3.3e-05,SAT
uf50-0517.cnf,63,490,28,56,0.035442,0.035291,0.000481,SAT
uf50-0518.cnf,125,920,22,117,0.056255,0.056061,0.000517,SAT
uf50-0519.cnf,54,373,25,39,0.024981,0.024904,0.000328,SAT
uf50-052.cnf,85,520,25,75,0.037499,0.037334,0.000473,SAT
uf50-0520.cnf,131,910,24,120,0.063412,0.063205,0.000562,SAT
uf50-0521.cnf,52,365,18,42,0.024774,0.024704,0.000337,SAT
uf50-0522.cnf,54,468,12,44,0.031296,0.031151,0.000497,SAT
uf50-0523.cnf,14,87,6,7,0.00924,0.009229,3.2e-05,SAT
uf50-0524.cnf,36,292,9,25,0.017278,0.017202,0.000329,SAT
uf50-0525.cnf,10,34,10,1,0.005268,0.005265,3.7e-05,SAT
uf50-0526.cnf,39,308,11,32,0.018179,0.018109,0.000332,SAT
uf50-0527.cnf,48,400,13,38,0.027522,0.027436,0.000375,SAT
uf50-0528.cnf,50,351,16,40,0.023382,0.023302,0.000369,SAT
uf50-0529.cnf,28,176,13,15,0.014667,0.014585,0.000358,SAT
uf50-053.cnf,25,184,5,15,0.014586,0.014574,4.6e-05,SAT
uf50-0530.cnf,70,522,16,61,0.034876,0.03471,0.000551,SAT
uf50-0531.cnf,54,492,10,46,0.032884,0.032715,0.000494,SAT
uf50-0532.cnf,50,338,13,41,0.027345,0.027256,0.000366,SAT
uf50-0533.cnf,164,1107,24,152,0.082516,0.08221,0.000674,SAT
uf50-0534.cnf,113,854,13,103,0.058432,0.058224,0.000568,SAT
uf50-0535.cnf,105,752,10,94,0.052198,0.052135,0.000371,SAT
uf50-0536.cnf,26,186,12,16,0.015128,0.015046,0.000346,SAT
uf50-0537.cnf,51,355,4,41,0.027484,0.027397,0.000353,SAT
uf50-0538.cnf,25,146,15,14,0.013046,0.012981,0.000336,SAT
uf50-0539.cnf,56,389,9,46,0.030124,0.030056,0.000328,SAT
uf50-054.cnf,66,441,6,52,0.031707,0.031565,0.000463,SAT
uf50-0540.cnf,43,296,7,35,0.024375,0.024292,0.000352,SAT
uf50-0541.cnf,94,664,3,84,0.054342,0.054181,0.000508,SAT
uf50-0542.cnf,82,631,12,70,0.048365,0.048226,0.000463,SAT
uf50-0543.cnf,18,116,12,9,0.008867,0.008782,0.000337,SAT
uf50-0544.cnf,79,489,14,67,0.033394,0.033312,0.000377,SAT
uf50-0545.cnf,67,474,12,54,0.036507,0.036351,0.000493,SAT
uf50-0546.cnf,92,668,11,81,0.048428,0.048284,0.000501,SAT
uf50-0547.cnf,51,322,14,38,0.020714,0.020627,0.000382,SAT
uf50-0548.cnf,37,243,14,28,0.019549,0.019475,0.000335,SAT
uf50-0549.cnf,16,65,17,6,0.007707,0.007622,0.000321,SAT
uf50-055.cnf,47,390,17,36,0.021703,0.021632,0.000329,SAT
uf50-0550.cnf,35,226,9,26,0.01775,0.017763,5.7e-05,SAT
uf50-0551.cnf,23,148,8,13,0.01208,0.012015,0.000312,SAT
uf50-0552.cnf,26,171,3,17,0.014763,0.014682,0.000336,SAT
uf50-0553.cnf,140,876,26,127,0.065683,0.065519,0.000482,SAT
uf50-0554.cnf,109,716,32,100,0.046157,0.046028,0.000463,SAT
uf50-0555.cnf,125,906,24,116,0.065711,0.065495,0.000593,SAT
uf50-0556.cnf,92,641,7,87,0.049237,0.049031,0.000564,SAT
uf50-0557.cnf,21,122,2,13,0.012182,0.012119,0.000318,SAT
uf50-0558.cnf,252,1636,5,242,0.11543,0.115059,0.000728,SAT
uf50-0559.cnf,10,38,12,2,0.004494,0.004492,2.4e-05,SAT
uf50-056.cnf,26,136,8,14,0.012292,0.012227,0.000348,SAT
uf50-0560.cnf,24,183,11,16,0.014889,0.014871,4.4e-05,SAT
uf50-0561.cnf,32,196,20,22,0.015297,0.015215,0.000345,SAT
uf50-0562.cnf,18,88,7,9,0.009841,0.009757,0.000375,SAT
uf50-0563.cnf,21,117,1,14,0.012365,0.012361,4.4e-05,SAT
uf50-0564.cnf,16,99,4,7,0.008267,0.008265,5.1e-05,SAT
uf50-0565.cnf,47,245,11,34,0.024317,0.024217,0.000388,SAT
uf50-0566.cnf,46,316,8,35,0.026886,0.026738,0.00047,SAT
uf50-0567.cnf,10,77,4,4,0.005862,0.005856,3.6e-05,SAT
uf50-0568.cnf,64,518,9,56,0.033781,0.03364,0.000453,SAT
uf50-0569.cnf,58,412,8,53,0.032051,0.031985,0.000348,SAT
uf50-057.cnf,8,37,3,0,0.006031,0.006028,3.5e-05,SAT
uf50-0570.cnf,49,321,13,41,0.021926,0.021835,0.000349,SAT
uf50-0571.cnf,27,180,10,19,0.011843,0.011768,0.000336,SAT
uf50-0572.cnf,33,170,10,18,0.012442,0.01244,4.9e-05,SAT
uf50-0573.cnf,57,346,10,48,0.028594,0.028451,0.00047,SAT
uf50-0574.cnf,59,423,13,49,0.027519,0.027441,0.000357,SAT
uf50-0575.cnf,27,169,8,15,0.013307,0.013231,0.000323,SAT
uf50-0576.cnf,30,167,13,18,0.014508,0.014436,0.000368,SAT
uf50-0577.cnf,182,1410,27,172,0.081101,0.080892,0.000593,SAT
uf50-0578.cnf,121,919,5,112,0.064166,0.063875,0.000619,SAT
uf50-0579.cnf,70,506,16,60,0.030994,0.030925,0.000352,SAT
uf50-058.cnf,15,138,1,8,0.009547,0.009534,3.9e-05,SAT
uf50-0580.cnf,14,59,4,2,0.007569,0.007498,0.00033,SAT
uf50-0581.cnf,45,380,16,37,0.020178,0.020174,7.3e-05,SAT
uf50-0582.cnf,15,113,1,8,0.00957,0.009486,0.000386,SAT
uf50-0583.cnf,16,90,7,6,0.006546,0.006539,3.7e-05,SAT
uf50-0584.cnf,24,116,9,12,0.010145,0.010136,6.1e-05,SAT
uf50-0585.cnf,58,374,14,47,0.02649,0.026334,0.000521,SAT
uf50-0586.cnf,26,169,4,17,0.014018,0.014014,4.9e-05,SAT
uf50-0587.cnf,102,625,16,93,0.04931,0.049078,0.000613,SAT
uf50-0588.cnf,18,101,3,7,0.010371,0.01029,0.000355,SAT
uf50-0589.cnf,72,334,26,56,0.027878,0.027796,0.000364,SAT
uf50-059.cnf,23,135,6,14,0.010915,0.010905,3.8e-05,SAT
uf50-0590.cnf,65,504,8,55,0.035223,0.035071,0.000503,SAT
uf50-0591.cnf,22,119,12,12,0.010838,0.010774,0.000374,SAT
uf50-0592.cnf,91,685,5,83,0.055131,0.054967,0.000534,SAT
uf50-0593.cnf,68,545,13,63,0.031289,0.031124,0.000511,SAT
uf50-0594.cnf,139,791,32,129,0.065372,0.065142,0.000604,SAT
uf50-0595.cnf,86,666,9,79,0.046284,0.046171,0.000444,SAT
uf50-0596.cnf,9,30,11,0,0.005577,0.005558,4.4e-05,SAT
uf50-0597.cnf,44,319,13,35,0.022357,0.022273,0.000382,SAT
uf50-0598.cnf,52,403,20,43,0.024907,0.02482,0.000375,SAT
uf50-0599.cnf,106,716,21,95,0.049492,0.049281,0.000591,SAT
uf50-06.cnf,104,612,35,95,0.044481,0.044095,0.00115,SAT
uf50-060.cnf,6,43,0,0,0.005132,0.005131,3.6e-05,SAT
uf50-0600.cnf,72,463,10,58,0.032698,0.032635,0.000366,SAT
uf50-0601.cnf,173,1312,39,159,0.077522,0.07721,0.00067,SAT
uf50-0602.cnf,55,409,11,45,0.025885,0.025815,0.000366,SAT
uf50-0603.cnf,7,35,4,0,0.004816,0.004743,0.000317,SAT
uf50-0604.cnf,18,80,12,7,0.006562,0.006555,3.8e-05,SAT
uf50-0605.cnf,69,574,15,59,0.040764,0.040672,0.000353,SAT
uf50-0606.cnf,53,379,22,44,0.023184,0.02311,0.00037,SAT
uf50-0607.cnf,25,122,17,10,0.010592,0.010523,0.000337,SAT
uf50-0608.cnf,50,273,12,39,0.020815,0.020737,0.000354,SAT
uf50-0609.cnf,21,111,12,15,0.010704,0.010713,3.6e-05,SAT
uf50-061.cnf,18,153,3,9,0.011782,0.011709,0.000339,SAT
uf50-0610.cnf,64,571,4,52,0.034924,0.034778,0.00049,SAT
uf50-0611.cnf,120,717,11,109,0.054945,0.054802,0.000471,SAT
uf50-0612.cnf,50,432,6,41,0.028988,0.028907,0.000364,SAT
uf50-0613.cnf,10,44,6,1,0.006889,0.006809,0.000364,SAT
uf50-0614.cnf,33,149,8,23,0.014127,0.01411,6e-05,SAT
uf50-0615.cnf,91,518,22,81,0.042186,0.042015,0.00047,SAT
uf50-0616.cnf,75,539,5,67,0.04298,0.04282,0.000511,SAT
uf50-0617.cnf,82,621,18,73,0.03531,0.035255,0.000365,SAT
uf50-0618.cnf,69,451,18,61,0.030195,0.03013,0.000337,SAT
uf50-0619.cnf,101,783,15,92,0.052164,0.051936,0.000613,SAT
uf50-062.cnf,26,131,15,14,0.01015,0.010135,4.7e-05,SAT
uf50-0620.cnf,98,660,12,89,0.042107,0.041979,0.000471,SAT
uf50-0621.cnf,109,855,11,99,0.057402,0.057255,0.000488,SAT
uf50-0622.cnf,133,830,33,123,0.059869,0.059677,0.000532,SAT
uf50-0623.cnf,33,147,7,19,0.016019,0.015939,0.000357,SAT
uf50-0624.cnf,104,709,6,95,0.052344,0.052126,0.00058,SAT
uf50-0625.cnf,44,285,12,36,0.021989,0.021918,0.000346,SAT
uf50-0626.cnf,86,649,24,78,0.04428,0.044127,0.000473,SAT
uf50-0627.cnf,20,101,15,11,0.009191,0.009189,4.2e-05,SAT
uf50-0628.cnf,38,231,17,25,0.016827,0.016746,0.000356,SAT
uf50-0629.cnf,45,305,7,38,0.023298,0.023228,0.000356,SAT
uf50-063.cnf,55,430,9,45,0.030121,0.030043,0.000377,SAT
uf50-0630.cnf,11,71,3,2,0.007559,0.007481,0.00032,SAT
uf50-0631.cnf,125,1052,30,117,0.059636,0.059515,0.000437,SAT
uf50-0632.cnf,113,770,12,102,0.055844,0.055629,0.000567,SAT
uf50-0633.cnf,68,471,5,58,0.038403,0.038252,0.000465,SAT
uf50-0634.cnf,19,87,5,10,0.009126,0.009044,0.000355,SAT
uf50-0635.cnf,12,39,16,1,0.006538,0.006538,3.8e-05,SAT
uf50-0636.cnf,31,212,6,20,0.016479,0.016411,0.00034,SAT
uf50-0637.cnf,14,62,8,2,0.007221,0.007223,3.3e-05,SAT
uf50-0638.cnf,24,175,3,16,0.011408,0.011336,0.000338,SAT
uf50-0639.cnf,27,179,10,13,0.011174,0.011172,3.4e-05,SAT
uf50-064.cnf,60,423,14,50,0.02934,0.029183,0.000518,SAT
uf50-0640.cnf,135,893,24,124,0.062561,0.062356,0.000579,SAT
uf50-0641.cnf,32,190,10,23,0.01723,0.017159,0.000359,SAT
uf50-0642.cnf,53,381,13,44,0.028074,0.028018,0.000347,SAT
uf50-0643.cnf,24,170,9,16,0.012272,0.012267,5.6e-05,SAT
uf50-0644.cnf,13,107,3,7,0.007795,0.007711,0.000332,SAT
uf50-0645.cnf,52,335,21,44,0.020136,0.020134,6.7e-05,SAT
uf50-0646.cnf,64,337,3,50,0.032498,0.032345,0.000555,SAT
uf50-0647.cnf,27,163,7,19,0.01357,0.01356,5.6e-05,SAT
uf50-0648.cnf,44,310,10,31,0.020258,0.020191,0.000323,SAT
uf50-0649.cnf,21,115,3,9,0.011806,0.011729,0.00032,SAT
uf50-065.cnf,27,125,4,16,0.01203,0.011945,0.000384,SAT
uf50-0650.cnf,15,60,4,4,0.007584,0.007578,3.9e-05,SAT
uf50-0651.cnf,105,732,23,92,0.044862,0.044727,0.000503,SAT
uf50-0652.cnf,22,132,9,11,0.011409,0.011331,0.000378,SAT
uf50-0653.cnf,97,662,11,88,0.041557,0.041385,0.000494,SAT
uf50-0654.cnf,102,713,19,93,0.04836,0.048209,0.00044,SAT
uf50-0655.cnf,35,230,5,23,0.019445,0.019372,0.000379,SAT
uf50-0656.cnf,41,335,5,33,0.023028,0.022948,0.000375,SAT
uf50-0657.cnf,10,44,10,1,0.005346,0.005267,0.000328,SAT
uf50-0658.cnf,69,560,6,62,0.041369,0.041226,0.000496,SAT
uf50-0659.cnf,27,181,9,18,0.013843,0.01384,3.8e-05,SAT
uf50-066.cnf,26,191,8,16,0.012829,0.012741,0.000351,SAT
uf50-0660.cnf,212,1634,13,204,0.109981,0.109702,0.000676,SAT
uf50-0661.cnf,128,942,29,120,0.069032,0.06883,0.000536,SAT
uf50-0662.cnf,51,334,19,42,0.026434,0.026297,0.0005,SAT
uf50-0663.cnf,64,419,10,57,0.031342,0.031257,0.000401,SAT
uf50-0664.cnf,12,72,7,4,0.006923,0.006923,3.5e-05,SAT
uf50-0665.cnf,75,558,15,64,0.035889,0.035738,0.000471,SAT
uf50-0666.cnf,41,336,7,31,0.02129,0.021215,0.000385,SAT
uf50-0667.cnf,44,335,4,35,0.024402,0.024335,0.000353,SAT
uf50-0668.cnf,11,51,4,1,0.006884,0.006882,3.6e-05,SAT
uf50-0669.cnf,35,213,12,21,0.019482,0.019389,0.000381,SAT
uf50-067.cnf,25,193,2,16,0.014751,0.01467,0.000374,SAT
uf50-0670.cnf,183,1147,11,176,0.090633,0.090331,0.00067,SAT
uf50-0671.cnf,74,500,13,58,0.03743,0.03727,0.000468,SAT
uf50-0672.cnf,124,821,20,113,0.063408,0.063164,0.000555,SAT
uf50-0673.cnf,74,643,17,60,0.038358,0.03828,0.000361,SAT
uf50-0674.cnf,21,139,6,13,0.010351,0.010269,0.000371,SAT
uf50-0675.cnf,119,953,10,107,0.056225,0.056107,0.000447,SAT
uf50-0676.cnf,94,666,12,81,0.048366,0.048187,0.000564,SAT
uf50-0677.cnf,49,394,5,42,0.026849,0.026766,0.000341,SAT
uf50-0678.cnf,26,159,7,15,0.012785,0.012778,5e-05,SAT
uf50-0679.cnf,14,65,10,7,0.007326,0.007236,0.000351,SAT
uf50-068.cnf,13,112,1,7,0.008908,0.008899,3.9e-05,SAT
uf50-0680.cnf,109,690,28,97,0.047497,0.047352,0.000498,SAT
uf50-0681.cnf,35,257,6,29,0.01919,0.019105,0.000362,SAT
uf50-0682.cnf,78,589,7,70,0.041534,0.041387,0.000492,SAT
uf50-0683.cnf,69,447,3,62,0.032789,0.032722,0.000351,SAT
uf50-0684.cnf,176,1317,18,165,0.089567,0.08928,0.000699,SAT
uf50-0685.cnf,52,335,8,45,0.028525,0.028389,0.000463,SAT
uf50-0686.cnf,123,982,18,115,0.06517,0.064895,0.000815,SAT
uf50-0687.cnf,55,402,12,46,0.030465,0.030321,0.000472,SAT
uf50-0688.cnf,116,863,9,106,0.056297,0.056037,0.000594,SAT
uf50-0689.cnf,113,916,26,105,0.054153,0.054021,0.000471,SAT
uf50-069.cnf,59,370,5,52,0.030255,0.030197,0.000338,SAT
uf50-0690.cnf,58,404,3,52,0.031498,0.031346,0.000479,SAT
uf50-0691.cnf,57,403,5,48,0.032315,0.032233,0.000349,SAT
uf50-0692.cnf,24,200,7,14,0.014452,0.014376,0.000356,SAT
uf50-0693.cnf,86,547,10,73,0.040998,0.040836,0.000475,SAT
uf50-0694.cnf,12,96,14,5,0.006787,0.006787,2.7e-05,SAT
uf50-0695.cnf,6,42,2,0,0.005124,0.005126,3.7e-05,SAT
uf50-0696.cnf,64,466,9,56,0.036971,0.036843,0.000448,SAT
uf50-0697.cnf,8,36,4,0,0.005523,0.005524,3.1e-05,SAT
uf50-0698.cnf,54,324,11,44,0.026918,0.026773,0.000503,SAT
uf50-0699.cnf,78,523,17,68,0.042159,0.041999,0.000476,SAT
uf50-07.cnf,165,1124,17,152,0.071761,0.07161,0.000475,SAT
uf50-070.cnf,110,685,18,98,0.043973,0.043829,0.000514,SAT
uf50-0700.cnf,24,135,8,16,0.011122,0.011039,0.000357,SAT
uf50-0701.cnf,59,375,14,47,0.031835,0.031763,0.000359,SAT
uf50-0702.cnf,41,236,13,33,0.01929,0.019217,0.000357,SAT
uf50-0703.cnf,22,120,6,12,0.01036,0.010265,0.000349,SAT
uf50-0704.cnf,24,164,16,14,0.012715,0.012706,5.1e-05,SAT
uf50-0705.cnf,24,157,12,14,0.012225,0.012144,0.000348,SAT
uf50-0706.cnf,75,518,23,65,0.036804,0.036649,0.000468,SAT
uf50-0707.cnf,31,214,8,20,0.01605,0.015984,0.000342,SAT
uf50-0708.cnf,23,142,4,14,0.013189,0.013176,0.000113,SAT
uf50-0709.cnf,9,44,3,1,0.006386,0.006304,0.000331,SAT
uf50-071.cnf,49,293,13,41,0.024904,0.024805,0.000494,SAT
uf50-0710.cnf,9,47,6,1,0.00533,0.005319,3.8e-05,SAT
uf50-0711.cnf,61,466,7,55,0.033181,0.033046,0.000474,SAT
uf50-0712.cnf,50,415,10,43,0.027443,0.027359,0.000368,SAT
uf50-0713.cnf,124,864,26,114,0.057537,0.057332,0.000605,SAT
uf50-0714.cnf,29,168,5,23,0.015488,0.015397,0.000362,SAT
uf50-0715.cnf,40,252,10,31,0.019755,0.019682,0.000333,SAT
uf50-0716.cnf,32,201,5,20,0.015429,0.015414,5.5e-05,SAT
uf50-0717.cnf,33,254,10,24,0.016274,0.016206,0.000351,SAT
uf50-0718.cnf,48,320,12,40,0.022334,0.022248,0.000357,SAT
uf50-0719.cnf,15,102,1,8,0.008005,0.008003,2.8e-05,SAT
uf50-072.cnf,38,275,13,32,0.016438,0.01636,0.000301,SAT
uf50-0720.cnf,111,847,15,101,0.055292,0.055126,0.000522,SAT
uf50-0721.cnf,85,591,21,75,0.042543,0.0424,0.000478,SAT
uf50-0722.cnf,28,177,6,21,0.014843,0.014755,0.00037,SAT
uf50-0723.cnf,105,675,25,92,0.043225,0.043084,0.000486,SAT
uf50-0724.cnf,10,60,4,1,0.006756,0.006753,6.1e-05,SAT
uf50-0725.cnf,22,146,9,12,0.010745,0.010668,0.000359,SAT
uf50-0726.cnf,67,512,17,57,0.027242,0.02716,0.000371,SAT
uf50-0727.cnf,63,436,7,54,0.031828,0.031719,0.000393,SAT
uf50-0728.cnf,52,349,7,39,0.028256,0.028187,0.000356,SAT
uf50-0729.cnf,141,918,17,131,0.066789,0.066579,0.000568,SAT
uf50-073.cnf,188,1306,32,176,0.080061,0.079819,0.000596,SAT
uf50-0730.cnf,12,74,9,5,0.007256,0.007156,0.000462,SAT
uf50-0731.cnf,63,518,14,56,0.032138,0.032063,0.000351,SAT
uf50-0732.cnf,14,97,2,5,0.009169,0.009173,3.9e-05,SAT
uf50-0733.cnf,13,96,9,6,0.007336,0.007252,0.000359,SAT
uf50-0734.cnf,40,290,5,30,0.022006,0.021923,0.00035,SAT
uf50-0735.cnf,52,367,13,41,0.026714,0.026635,0.000364,SAT
uf50-0736.cnf,257,1857,51,245,0.109791,0.109432,0.00073,SAT
uf50-0737.cnf,15,71,9,3,0.007142,0.007078,0.00033,SAT
uf50-0738.cnf,57,478,9,48,0.029837,0.029745,0.000392,SAT
uf50-0739.cnf,66,567,12,57,0.036324,0.036234,0.000375,SAT
uf50-074.cnf,86,617,9,77,0.044882,0.044665,0.0006,SAT
uf50-0740.cnf,66,482,3,57,0.041622,0.041508,0.00051,SAT
uf50-0741.cnf,29,282,1,22,0.017223,0.017208,6.5e-05,SAT
uf50-0742.cnf,19,131,5,9,0.010817,0.01073,0.00038,SAT
uf50-0743.cnf,8,32,9,0,0.005092,0.00509,3e-05,SAT
uf50-0744.cnf,38,233,4,28,0.020261,0.02017,0.000384,SAT
uf50-0745.cnf,113,814,16,106,0.058816,0.057124,0.00625,SAT
uf50-0746.cnf,12,33,12,1,0.006379,0.006365,6.4e-05,SAT
uf50-0747.cnf,43,304,21,34,0.018958,0.018799,0.000406,SAT
uf50-0748.cnf,63,503,9,47,0.034746,0.034592,0.000517,SAT
uf50-0749.cnf,55,371,15,44,0.030587,0.0305,0.00043,SAT
uf50-075.cnf,17,115,4,8,0.011136,0.011056,0.000324,SAT
uf50-0750.cnf,10,36,3,0,0.006674,0.00667,2.7e-05,SAT
uf50-0751.cnf,71,423,18,63,0.030981,0.030892,0.000343,SAT
uf50-0752.cnf,59,393,11,48,0.027802,0.027673,0.000482,SAT
uf50-0753.cnf,13,41,7,1,0.007169,0.007161,3.7e-05,SAT
uf50-0754.cnf,39,259,6,30,0.021623,0.021546,0.000365,SAT
uf50-0755.cnf,27,190,12,18,0.015829,0.015766,0.000337,SAT
uf50-0756.cnf,46,248,18,35,0.021418,0.021333,0.000348,SAT
uf50-0757.cnf,10,45,7,1,0.007101,0.00709,5.4e-05,SAT
uf50-0758.cnf,23,99,7,10,0.011337,0.011267,0.000356,SAT
uf50-0759.cnf,20,144,5,12,0.011151,0.011131,7.5e-05,SAT
uf50-076.cnf,72,511,14,61,0.039972,0.039823,0.000482,SAT
uf50-0760.cnf,17,119,9,8,0.009261,0.009261,6.6e-05,SAT
uf50-0761.cnf,18,164,0,11,0.012574,0.012499,0.000328,SAT
uf50-0762.cnf,73,544,4,64,0.042976,0.042857,0.000466,SAT
uf50-0763.cnf,25,211,10,18,0.012241,0.012172,0.000354,SAT
uf50-0764.cnf,68,412,23,55,0.032626,0.032566,0.000317,SAT
uf50-0765.cnf,14,43,9,2,0.007085,0.007004,0.000359,SAT
uf50-0766.cnf,35,264,1,27,0.020515,0.020373,0.000471,SAT
uf50-0767.cnf,45,354,4,38,0.025559,0.025471,0.000358,SAT
uf50-0768.cnf,82,658,2,74,0.05096,0.050326,0.001167,SAT
uf50-0769.cnf,32,226,9,22,0.015813,0.015733,0.000362,SAT
uf50-077.cnf,93,809,12,85,0.049046,0.048903,0.000509,SAT
uf50-0770.cnf,11,52,2,1,0.007487,0.007484,3.8e-05,SAT
uf50-0771.cnf,81,569,17,73,0.036973,0.036821,0.000526,SAT
uf50-0772.cnf,13,96,1,5,0.007203,0.007201,2.1e-05,SAT
uf50-0773.cnf,56,340,11,46,0.027471,0.027324,0.00048,SAT
uf50-0774.cnf,130,851,20,118,0.066503,0.066344,0.000523,SAT
uf50-0775.cnf,26,191,8,19,0.013949,0.013943,5.5e-05,SAT
uf50-0776.cnf,52,411,8,44,0.026943,0.026811,0.00047,SAT
uf50-0777.cnf,13,106,7,5,0.008944,0.008944,4.3e-05,SAT
uf50-0778.cnf,9,87,1,2,0.006363,0.006355,3.1e-05,SAT
uf50-0779.cnf,33,192,17,20,0.017187,0.017043,0.00047,SAT
uf50-078.cnf,35,268,4,27,0.017088,0.017023,0.000373,SAT
uf50-0780.cnf,54,369,5,45,0.02852,0.028461,0.000361,SAT
uf50-0781.cnf,136,1002,24,128,0.066661,0.066446,0.000569,SAT
